title,authors,publisher,published_date,description,page_count,categories,language,isbn_10,isbn_13,rating,ratings_count,source,subtitle,primary_category,final_category,search_query,collection_date,difficulty_level,programming_languages,key_topics
Data Structure & Algorithm : Simply In Depth,Ajit Singh,Ajit Singh,2018-05-04,"This text is an introduction to the complex world of the Data Structure & Algorithm. A key factor of this book and its associated implementations is that all algorithms (unless otherwise stated) were designed by me, using the theory of the algorithm in question as a guideline (for which we are eternally grateful to their original creators). Therefore they may sometimes turn out to be worse than the normal implementationsn and sometimes not. Through this book I hope that you will see the absolute necessity of understanding which data structure or algorithm to use for a certain scenario. In all projects, especially those that are concerned with performance (here we apply an even greater emphasis on real-time systems) the selection of the wrong data structure or algorithm can be the cause of a great deal of performance pain.",140,Computers,en,,,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Proceedings of the Fourth Annual ACM-SIAM Symposium on Discrete Algorithms,,SIAM,1993-01-01,"Annotation Proceedings of a conference that took place in Austin, Texas in January 1993. Contributors are impressive names from the field of computer science, including Donald Knuth, author of several computer books of ""biblical"" importance. The diverse selection of paper topics includes dynamic point location, ray shooting, and the shortest paths in planar maps; optimistic sorting and information theoretic complexity; and an optimal randomized algorithm for the cow-path problem. No index. Annotation copyright by Book News, Inc., Portland, OR.",532,Mathematics,en,0898713137,9780898713138.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
"A Textbook of Data Structures and Algorithms, Volume 1",G. A. Vijayalakshmi Pai,John Wiley & Sons,2022-12-20,"Data structures and algorithms is a fundamental course in Computer Science, which enables learners across any discipline to develop the much-needed foundation of efficient programming, leading to better problem solving in their respective disciplines. A Textbook of Data Structures and Algorithms is a textbook that can be used as course material in classrooms, or as self-learning material. The book targets novice learners aspiring to acquire advanced knowledge of the topic. Therefore, the content of the book has been pragmatically structured across three volumes and kept comprehensive enough to help them in their progression from novice to expert. With this in mind, the book details concepts, techniques and applications pertaining to data structures and algorithms, independent of any programming language. It includes 181 illustrative problems and 276 review questions to reinforce a theoretical understanding and presents a suggestive list of 108 programming assignments to aid in the impl",292,Computers,en,1394192061,9781394192069.0,0.0,0,Google Books,Mastering Linear Data Structures,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Algorithms and Data Structures,Selim G. Akl,Springer Science & Business Media,1995-08-02,"This volume constitutes the proceedings of the Fourth International Workshop on Algorithms and Data Structures, WADS '95, held in Kingston, Canada in August 1995. The book presents 40 full refereed papers selected from a total of 121 submissions together with invited papers by Preparata and Bilardi, Sharir, Toussaint, and Vitanyi and Li. The book addresses various aspects of algorithms, data structures, computational geometry, scheduling, computational graph theory, and searching.",536,Computers,en,3540602208,9783540602200.0,0.0,0,Google Books,"4th International Workshop, WADS '95, Kingston, Canada, August 16 - 18, 1995. Proceedings",DSA,DSA,tree data structures algorithms,2025-09-24,,,
"DESIGN AND ANALYSIS OF ALGORITHMS, 2nd Ed","PANNEERSELVAM, R.",PHI Learning Pvt. Ltd.,2016,"This highly structured text, in its second edition, provides comprehensive coverage of design techniques of algorithms. It traces the complete development of various algorithms in a stepwise approach followed by their pseudo-codes to build an understanding of their applications in practice. With clear explanations, the textbook intends to be much more comprehensive book on design and analysis of algorithm. Commencing with the introduction, the book gives a detailed account of graphs and data structure. It then elaborately discusses the matrix algorithms, basic algorithms, network algorithms, sorting algorithm, backtracking algorithms and search algorithms. The text also focuses on the heuristics, dynamic programming and meta heuristics. The concepts of cryptography and probabilistic algorithms have been described in detail. Finally, the book brings out the underlying concepts of benchmarking of algorithms, algorithms to schedule processor(s) and complexity of algorithms. New to the sec",642,Computers,en,8120351649,9788120351646.0,5.0,1,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
"Data Structures and Algorithm Analysis in C: For Anna University, 2/e",,Pearson Education India,,,580,,en,8131762270,9788131762271.0,2.0,1,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Codeless Data Structures and Algorithms,Armstrong Subero,Apress,2020-02-13,"In the era of self-taught developers and programmers, essential topics in the industry are frequently learned without a formal academic foundation. A solid grasp of data structures and algorithms (DSA) is imperative for anyone looking to do professional software development and engineering, but classes in the subject can be dry or spend too much time on theory and unnecessary readings. Regardless of your programming language background, Codeless Data Structures and Algorithms has you covered. In this book, author Armstrong Subero will help you learn DSAs without writing a single line of code. Straightforward explanations and diagrams give you a confident handle on the topic while ensuring you never have to open your code editor, use a compiler, or look at an integrated development environment. Subero introduces you to linear, tree, and hash data structures and gives you important insights behind the most common algorithms that youcan directly apply to your own programs. Codeless Data S",143,Computers,en,1484257251,9781484257258.0,0.0,0,Google Books,Learn DSA Without Writing a Single Line of Code,DSA,DSA,tree data structures algorithms,2025-09-24,,,
ALGORITHMS AND DATA STRUCTURES,Dr. S RAMANA,JVK Technologies,2024-09-23,"Algorithms and Data Structures is an essential guide to understanding the foundations of computer science, offering both theoretical insights and practical applications. Designed for students, professionals, and enthusiasts, this book unravels the complexity of algorithms—step-by-step problem-solving methods—and data structures, which organize and store data efficiently. The text delves into essential topics like sorting, searching, graph traversal, and dynamic programming while exploring data structures such as arrays, linked lists, stacks, queues, trees, and hash tables. Each concept is explained with clarity, complemented by detailed examples, pseudocode, and real-world scenarios. Whether you’re optimizing code for performance or preparing for technical interviews, this comprehensive resource equips you with the tools to approach challenges with confidence. By the end, readers will not only master algorithmic thinking but also appreciate the pivotal role of data structures in crafti",208,Computers,en,8197751137,9788197751134.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Proceedings of the Sixth Annual ACM-SIAM Symposium on Discrete Algorithms,,SIAM,1995-01-01,"The proceedings of the January 1995 symposium, sponsored by the ACM Special Interest Group on Algorithms and Computation Theory and the SIAM Activity Group on Discrete Mathematics, comprise 70 papers. Among the topics: on-line approximate list indexing with applications; finding subsets maximizing minimum structures; register allocation in structured programs; and splay trees for data compression. No index. Annotation copyright by Book News, Inc., Portland, OR",668,Computers,en,0898713498,9780898713497.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Data Structure,Mr. Rohit Manglik,EduGorilla Publication,2023-06-23,"Studies organization and manipulation of data, focusing on algorithms, arrays, and trees for efficient computing and software development.",1199,Computers,en,9366898742,9789366898742.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Java 9 Data Structures and Algorithms,Debasish Ray Chawdhuri,Packt Publishing Ltd,2017-04-28,"Gain a deep understanding of the complexity of data structures and algorithms and discover the right way to write more efficient code About This Book This book provides complete coverage of reactive and functional data structures Based on the latest version of Java 9, this book illustrates the impact of new features on data structures Gain exposure to important concepts such as Big-O Notation and Dynamic Programming Who This Book Is For This book is for Java developers who want to learn about data structures and algorithms. Basic knowledge of Java is assumed. What You Will Learn Understand the fundamentals of algorithms, data structures, and measurement of complexity Find out what general purpose data structures are, including arrays, linked lists, double ended linked lists, and circular lists Get a grasp on the basics of abstract data types—stack, queue, and double ended queue See how to use recursive functions and immutability while understanding and in terms of recursion Handle reac",340,Computers,en,1785888072,9781785888076.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Advanced Algorithms and Data Structures,Marcello La Rocca,Simon and Schuster,2021-06-29,"Can you improve the speed and efficiency of your applications without investing in new hardware? Well, yest, you an: Innovations in algorithms and data structures have led to huge advances in application performance. Pick up this book to discover a collection of advanced algorithms that will make you a more effective developer. ""Advanced algorithms and data structures"" introduces a collection of algorithms for complex programming challenges in data analysis, machine learning, and graph computing. You'll discover cutting-edge approaches to a variety of tricky scenarios. You'll even learn to design your own data structures for projects that require a custom solution.",766,Computers,en,1617295485,9781617295485.0,0.0,0,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
Parallel Algorithms,DIMACS (Group),American Mathematical Soc.,1997,"This volume is the result of the Third DIMACS Implementation Challenge that was conducted as part of the 1993-94 Special year on Parallel Algorithms. The Implementation Challenge was formulated in order to provide a forum for a concerted effort to study effective algorithms for combinatorial problems and to investigate opportunities for massive speed-ups on parallel computers. The challenge invluded two problem areas for research study: tree searching, algorithms, used in game search and combinatorial optimization, for example, and algorithms for sparse graphs. Participants at sites in the US and Europe undertook projects from November 1993 through October 1994. The workshop was held at DIMACS in November 1994. Participants were encouraged to share test results, to rework their implementations considering feedback at the workshop, and to submit a final report for the proceedings. Nine papers were selected for this volume.",176,Computers,en,0821804472,9780821804476.0,0.0,0,Google Books,"Third DIMACS Implementation Challenge, October 17-19, 1994",DSA,DSA,tree data structures algorithms,2025-09-24,,,
DESIGN AND ANALYSIS OF ALGORITHMS,R. PANNEERSELVAM,PHI Learning Pvt. Ltd.,2007-12-18,"This highly structured text provides comprehensive coverage of design techniques of algorithms. It traces the complete development of various algorithms in a stepwise approach followed by their pseudo-codes to build an understanding of their application in practice. With clear explanations, the book analyzes different kinds of algorithms such as distance-based network algorithms, search algorithms, sorting algorithms, probabilistic algorithms, and single as well as parallel processor scheduling algorithms. Besides, it discusses the importance of heuristics, benchmarking of algorithms, cryptography, and dynamic programming. Key Features : Offers in-depth treatment of basic and advanced topics. Includes numerous worked examples covering varied real-world situations to help students grasp the concepts easily. Provides chapter-end exercises to enable students to check their mastery of content. This text is especially designed for students of B.Tech and M.Tech (Computer Science and Engineer",438,Computers,en,8120332784,9788120332782.0,2.0,1,Google Books,,DSA,DSA,tree data structures algorithms,2025-09-24,,,
The Joys of Hashing,Thomas Mailund,Apress,2019-02-09,"Build working implementations of hash tables, written in the C programming language. This book starts with simple first attempts devoid of collision resolution strategies, and moves through improvements and extensions illustrating different design ideas and approaches, followed by experiments to validate the choices. Hash tables, when implemented and used appropriately, are exceptionally efficient data structures for representing sets and lookup tables, providing low overhead, constant time, insertion, deletion, and lookup operations. The Joys of Hashing walks you through the implementation of efficient hash tables and the pros and cons of different design choices when building tables. The source code used in the book is available on GitHub for your re-use and experiments. What You Will Learn Master the basic ideas behind hash tables Carry out collision resolution, including strategies for handling collisions and their consequences for performance Resize or grow and shrink tables as ne",209,Computers,en,1484240669,9781484240663.0,0.0,0,Google Books,Hash Table Programming with C,DSA,DSA,hash tables data structures,2025-09-24,,,
Applied Data Structures with C++,Peter Smith,Jones & Bartlett Learning,2004,Data Structures & Theory of Computation,714,Computers,en,0763725625,9780763725624.0,3.0,1,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures and Algorithms with Scala,Bhim P. Upadhyaya,Springer,2019-02-26,"This practically-focused textbook presents a concise tutorial on data structures and algorithms using the object-functional language Scala. The material builds upon the foundation established in the title Programming with Scala: Language Exploration by the same author, which can be treated as a companion text for those less familiar with Scala. Topics and features: discusses data structures and algorithms in the form of design patterns; covers key topics on arrays, lists, stacks, queues, hash tables, binary trees, sorting, searching, and graphs; describes examples of complete and running applications for each topic; presents a functional approach to implementations for data structures and algorithms (excepting arrays); provides numerous challenge exercises (with solutions), encouraging the reader to take existing solutions and improve upon them; offers insights from the author’s extensive industrial experience; includes a glossary, and an appendix supplying an overview of discrete math",164,Computers,en,3030125610,9783030125615.0,0.0,0,Google Books,A Practitioner's Approach with Emphasis on Functional Programming,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures and Algorithms with JavaScript,Michael McMillan,"""O'Reilly Media, Inc.""",2014-03-10,"As an experienced JavaScript developer moving to server-side programming, you need to implement classic data structures and algorithms associated with conventional object-oriented languages like C♯ and Java. This practical guide shows you how to work hands-on with a variety of storage mechanisms--including linked lists, stacks, queues, and graphs--within the constraints of the JavaScript environment. Determine which data structures and algorithms are most appropriate for the problems you're trying to solve, and understand the tradeoffs when using them in a JavaScript program. An overview of the JavaScript features used throughout the book is also included. This book covers: Arrays and lists: the most common data structures Stacks and queues: more complex list-like data structures Linked lists: how they overcome the shortcomings of arrays Dictionaries: storing data as key-value pairs Hashing: good for quick insertion and retrieval Sets: useful for storing unique elements that appear onl",252,Computers,en,1449373968,9781449373962.0,5.0,1,Google Books,Bringing Classic Computing Approaches to the Web,DSA,DSA,hash tables data structures,2025-09-24,,,
C++ Data Structures Explained: A Practical Guide with Examples,William E. Clark,Walzone Press,2025-03-30,"""C++ Data Structures Explained: A Practical Guide with Examples"" is a meticulously crafted resource designed for programmers and computer science enthusiasts eager to master data structures in C++. This guide comprehensively walks readers through crucial elements of the C++ language, cultivating a solid foundation for understanding and implementing data structures seamlessly in real-world applications. Each chapter delves into both fundamental and advanced topics, ensuring a well-rounded grasp of the principles underlying efficient data management. The book is structured to provide an in-depth exploration of various data structures, starting from basic arrays and strings to complex graphs and hierarchical tree models. Readers will gain valuable insights into dynamic memory allocation with linked lists, and the orderly management of data via stacks and queues. Furthermore, the book offers a comprehensive look at optimization techniques using hash tables and heaps, integrating both theor",201,Computers,en,,,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures in Depth Using C++,Mahmmoud Mahdi,Springer Nature,2025-03-06,"Understand and implement data structures and bridge the gap between theory and application. This book covers a wide range of data structures, from basic arrays and linked lists to advanced trees and graphs, providing readers with in-depth insights into their implementation and optimization in C++. You’ll explore crucial topics to optimize performance and enhance their careers in software development. In today's environment of growing complexity and problem scale, a profound grasp of C++ data structures, including efficient data handling and storage, is more relevant than ever. This book introduces fundamental principles of data structures and design, progressing to essential concepts for high-performance application. Finally, you’ll explore the application of data structures in real-world scenarios, including case studies and use in machine learning and big data. This practical, step-by-step approach, featuring numerous code examples, performance analysis and best practices, is written",383,Computers,en,,9798868808029.0,0.0,0,Google Books,A Comprehensive Guide to Data Structure Implementation and Optimization in C++,DSA,DSA,hash tables data structures,2025-09-24,,,
JavaScript Data Structures Explained: A Practical Guide with Examples,William E. Clark,Walzone Press,2025-04-03,"""JavaScript Data Structures Explained: A Practical Guide with Examples"" is an essential resource for developers and computer science students seeking to master the intricacies of data structures using JavaScript. This book takes a methodical approach in elucidating the fundamental concepts, ensuring that readers grasp the essential elements needed to construct efficient algorithms. It comprehensively covers a wide array of data structures from the basics of arrays and strings to more complex constructs like linked lists, trees, and graphs. Each chapter is meticulously crafted to build upon the previous one, offering both theoretical insights and practical coding exercises. Readers will explore JavaScript's native data structures and learn how to effectively leverage them in developing robust applications. Advanced topics such as hashing, recursion, and algorithm analysis are systematically introduced, enabling readers to optimize their code for performance and efficiency. By emphasizin",270,Computers,en,,,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Introduction to Algorithms & Data Structures,"Bolakale Aremu, Charles Johnson Jr.",AB Publisher LLC,2023-09-02,"This playbook is the third volume of the series Introduction to Algorithms & Data Structures. It is a very comprehensive data structures and algorithms book. It is packed withtext tutorials with a lot of illustrations5 hours of HD video tutorials (updated regularly),popular interview questions asked by Google, Microsoft, Amazon and other big companies,hands-on lessons, practice exercises and solutions,codes written during the course andscreenshots used in this book.Most data structure books and courses are too academic and boring. They have too much math and their codes look ugly, old and disgusting! This book is bundled with tutorial videos that are fun and easy to follow along, and show you how to write beautiful code like a software engineer, not a mathematician. Mastering data structures and algorithms is essential to getting your dream job. So, don't waste your time browsing disconnected tutorials or super long, boring courses. If you failed a job interview because you couldn't an",198,Computers,en,1087925266,9781087925264.0,0.0,0,Google Books,Learn Linear Data Structures with Videos & Interview Questions,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structure Using C,"Ahmad Talha Siddiqui, Shoeb Ahad Siddiqui",CRC Press,2023-10-06,Data Structures is a central module in the curriculum of almost every Computer Science programme. This book explains different concepts of data structures using C. The topics discuss the theoretical basis of data structures as well as their applied aspects.,428,Computers,en,1000985474,9781000985474.0,0.0,0,Google Books,Theory and Program,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures and Program Design Using Python,"Dheeraj Malhotra, Neha Malhotra",Walter de Gruyter GmbH & Co KG,2020-10-19,"No detailed description available for ""Data Structures and Program Design Using Python"".",517,Computers,en,1683926374,9781683926375.0,0.0,0,Google Books,A Self-Teaching Introduction,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures,Anuradha A. Puntambekar,Technical Publications,2020-12-01,"The book has been developed to provide comprehensive and consistent coverage of both the concepts of data structures as well as implementation of these concepts using C programming. The book utilizes a systematic approach wherein each data structure is explained using examples followed by its implementation using a programming language. It begins with the introduction to data types. In this, an overview of various types of data structures is given and asymptotic notations, best case, worst case and average case time complexity is discussed. The book then focuses on the linear data structures such as arrays, stacks, queues and linked lists. In these units each concept is followed by its implementation and logic explanation part. The book then covers the non-linear data structures such as trees and graphs. These data structures are very well explained with the help of illustrative diagrams, examples and implementations. The text book then covers two important topics - hashing and file st",575,Computers,en,9333223916,9789333223911.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Advanced Data Structures,Mr. Rohit Manglik,EduGorilla Publication,2024-03-18,"EduGorilla Publication is a trusted name in the education sector, committed to empowering learners with high-quality study materials and resources. Specializing in competitive exams and academic support, EduGorilla provides comprehensive and well-structured content tailored to meet the needs of students across various streams and levels.",119,Computers,en,937093393X,9789370933934.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Everyday Data Structures,William Smith,Packt Publishing Ltd,2017-03-14,"A practical guide to learning data structures simply and easily About This Book This book is a very practical, friendly, and useful guide that will help you analyze problems and choose the right data structures for your solution Learn to recognize data patterns for determining which structures apply to a given problem Explore the unique rules or ""gotchas"" that will help you become an excellent programmer Who This Book Is For If you're self-taught programmers in any language who wants to gain a solid understanding of data structures and how to use them to solve real-world problems in your day-to-day development work, then this book is for you. What You Will Learn A rapid overview of data types, applications for each type, best practices and high-level variations between platforms Review the most common data structures and build working examples in the languages used for mobile platform software development Understand advanced data structure concepts such as generic collections, searchin",336,Computers,en,1787129837,9781787129832.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures,"Prof. Chandrapal Singh Arya , Mr. Vipin Kumar Khushwaha, Ms. Shiva Gupta, Ms. Teesha Singhal",Chyren Publication,2025-09-17,,235,Antiques & Collectibles,en,9371435615,9789371435611.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Quick Data Structures,David Matuszek,CRC Press,2025-07-22,"If you want to upgrade your programming skills, the most important thing you need is a solid understanding of fundamental data structures. The proper choice of data structures distinguishes excellent programmers from merely competent ones. As an experienced programmer, you use data structures—at least arrays—all the time. However, you may not be familiar with hash tables, trees and binary trees, priority queues, directed and undirected graphs, and other data structures at your disposal. A good choice of data structures will simplify your job, not complicate it. Your code will be not only faster but also easier to understand and debug. There is no downside to using the right data structures for the job. This book Provides an understanding of the fundamental building blocks of data structures Describes the construction and use of all common data structures Explains the simple math required for selecting efficient data structures Equips you with everything you need to choose data structur",170,Computers,en,1040367771,9781040367773.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Problems Solving in Data Structures and Algorithms Using C++,Hemant Jain,BPB Publications,2024-10-28,"DESCRIPTION The book “Problem Solving in Data Structures and Algorithms Using C++"" is designed to equip readers with a solid foundation in data structures and algorithms, essential for both academic study and technical interviews. It provides a solid foundation in the field, covering essential topics such as algorithm analysis, problem-solving techniques, abstract data types, sorting, searching, linked lists, stacks, queues, trees, heaps, hash tables, graphs, string algorithms, algorithm design techniques, and complexity theory. The book presents a clear and concise explanation of each topic, supported by illustrative examples and exercises. It progresses logically, starting with fundamental concepts and gradually building upon them to explore more advanced topics. The book emphasizes problem-solving skills, offering numerous practice problems and solutions to help readers prepare for coding interviews and competitive programming challenges. Each problem is accompanied by a structured ",793,Computers,en,9365890381,9789365890389.0,0.0,0,Google Books,A practical approach to competitive programming (English Edition),DSA,DSA,hash tables data structures,2025-09-24,,,
"A Common-Sense Guide to Data Structures and Algorithms in JavaScript, Volume 1",Jay Wengrow,The Pragmatic Programmers LLC,2024-08-07,"If you thought data structures and algorithms were all just theory, you're missing out on what they can do for your JavaScript code. Learn to use Big O notation to make your code run faster by orders of magnitude. Choose from data structures such as hash tables, trees, and graphs to increase your code's efficiency exponentially. With simple language and clear diagrams, this book makes this complex topic accessible, no matter your background. Every chapter features practice exercises to give you the hands-on information you need to master data structures and algorithms for your day-to-day work. Algorithms and data structures are much more than abstract concepts. Mastering them enables you to write code that runs faster and more efficiently, which is particularly important for today's web and mobile apps. Take a practical approach to data structures and algorithms, with techniques and real-world scenarios that you can use in your daily production code. The JavaScript edition uses JavaScr",735,Computers,en,,9798888651148.0,0.0,0,Google Books,Level Up Your Core Programming Skills,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures and Algorithms in C++,Lee Wittenberg,Walter de Gruyter GmbH & Co KG,2017-05-11,"No detailed description available for ""Data Structures and Algorithms in C++"".",562,Computers,en,1683922778,9781683922773.0,0.0,0,Google Books,Pocket Primer,DSA,DSA,hash tables data structures,2025-09-24,,,
Beginning Java Data Structures and Algorithms,James Cutajar,Packt Publishing Ltd,2018-07-30,"Though your application serves its purpose, it might not be a high performer. Learn techniques to accurately predict code efficiency, easily dismiss inefficient solutions, and improve the performance of your application. Key Features Explains in detail different algorithms and data structures with sample problems and Java implementations where appropriate Includes interesting tips and tricks that enable you to efficiently use algorithms and data structures Covers over 20 topics using 15 practical activities and exercises Book Description Learning about data structures and algorithms gives you a better insight on how to solve common programming problems. Most of the problems faced everyday by programmers have been solved, tried, and tested. By knowing how these solutions work, you can ensure that you choose the right tool when you face these problems. This book teaches you tools that you can use to build efficient applications. It starts with an introduction to algorithms and big O nota",196,Computers,en,1789533759,9781789533750.0,0.0,0,Google Books,Sharpen your problem solving skills by learning core computer science concepts in a pain-free manner,DSA,DSA,hash tables data structures,2025-09-24,,,
Algorithms and Data Structures: From Theory to Practice,Pasquale De Marco,Pasquale De Marco,2025-07-27,"In the ever-evolving landscape of computer science, algorithms and data structures remain the cornerstones of efficient problem-solving and software development. This comprehensive guide takes readers on a journey through the intricacies of these fundamental concepts, providing a thorough understanding of their design, implementation, and application. With a clear and engaging writing style, the book delves into the theoretical foundations of algorithm analysis, exploring the various types of algorithms and their strengths and limitations. It covers searching and sorting algorithms, dynamic programming, greedy algorithms, and recursion, providing readers with the tools to analyze and select the most appropriate algorithm for a given problem. Furthermore, the book investigates the diverse array of data structures, delving into their properties and applications. From arrays and linked lists to stacks, queues, trees, and hash tables, readers will gain a deep understanding of how data stru",167,Computers,en,,,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Advanced Java Data Structures: Techniques and Applications for Efficient Programming,Adam Jones,Walzone Press,2025-01-05,"Unlock the full potential of Java programming by mastering data structures with our comprehensive guide. ""Advanced Java Data Structures: Techniques and Applications for Efficient Programming"" is an essential resource tailored for programmers who aspire to deepen their expertise in data organization and manipulation to develop sophisticated and efficient software solutions. This book meticulously navigates from fundamental concepts to advanced topics, covering arrays, strings, linked lists, stacks, queues, trees, graphs, hash tables, sorting and searching algorithms, and beyond. It blends theoretical explanations with practical implementations, offering detailed examples and exercises that bridge the gap between theory and real-world application. Whether you're a student, a software developer aiming to refine your coding skills, or preparing for coding interviews, this book provides a robust foundation in data structures using Java. Delve into advanced data structures to solve complex p",266,Computers,en,,,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
"A Common-Sense Guide to Data Structures and Algorithms, Second Edition",Jay Wengrow,The Pragmatic Programmers LLC,2020-08-10,"Algorithms and data structures are much more than abstract concepts. Mastering them enables you to write code that runs faster and more efficiently, which is particularly important for todayâ€™s web and mobile apps. Take a practical approach to data structures and algorithms, with techniques and real-world scenarios that you can use in your daily production code, with examples in JavaScript, Python, and Ruby. This new and revised second edition features new chapters on recursion, dynamic programming, and using Big O in your daily work. Use Big O notation to measure and articulate the efficiency of your code, and modify your algorithm to make it faster. Find out how your choice of arrays, linked lists, and hash tables can dramatically affect the code you write. Use recursion to solve tricky problems and create algorithms that run exponentially faster than the alternatives. Dig into advanced data structures such as binary trees and graphs to help scale specialized applications such as so",738,Computers,en,1680508059,9781680508055.0,0.0,0,Google Books,,DSA,DSA,hash tables data structures,2025-09-24,,,
Data Structures,"Elliot B. Koffman, Paul A. T. Wolfgang",John Wiley & Sons,2010-01-26,This book lays the foundation for programmers to build their skills. The focus is placed on how to implement effective programs using the JCL instead of producing mathematical proofs. The coverage is updated and streamlined to provide a more accessible approach to programming. They’ll be able to develop a thorough understanding of basic data structures and algorithms through an objects-first approach. Data structures are discussed in the context of software engineering principles. Updated case studies also show programmers how to apply essential design skills and concepts.,833,Computers,en,0470128704,9780470128701.0,4.0,2,Google Books,Abstraction and Design Using Java,DSA,DSA,hash tables data structures,2025-09-24,,,
DATA STRUCTURES Using C,Mrs. Sonal Tiwari,Blue Rose Publishers,2022-09-30,"Data Structure is the way of storing data in a computer system. It allows an application to fetch and store data in the computer's memory in an efficient manner. It is very important to choose the correct type of data structure while developing a software application. C is one of the first programming languages that students of computer science get familiar with. It is also the language of choice while facilitating the learning of programming concepts such as data structures. The strength of Data Structures Using Clues in its simple and lucid presentation of the subject which will help beginners in better understanding of the concepts. It adopts a student-friendly approach to the subject matter with many solved and unsolved examples, illustrations and well-structured C programs. This book will prove to be a stepping stone in understanding the data structure concepts in an efficient and organized manner, and also for revisiting the fundamentals of data structure.",287,Computers,en,,,0.0,0,Google Books,DATA STRUCTURES,DSA,DSA,hash tables data structures,2025-09-24,,,
Algorithm and Design Complexity,"Anli Sherine, Mary Jasmine, Geno Peter, S. Albert Alexander",CRC Press,2023-05-04,"Computational complexity is critical in analysis of algorithms and is important to be able to select algorithms for efficiency and solvability. Algorithm and Design Complexity initiates with discussion of algorithm analysis, time-space trade-off, symptotic notations, and so forth. It further includes algorithms that are definite and effective, known as computational procedures. Further topics explored include divide-and-conquer, dynamic programming, and backtracking. Features: Includes complete coverage of basics and design of algorithms Discusses algorithm analysis techniques like divide-and-conquer, dynamic programming, and greedy heuristics Provides time and space complexity tutorials Reviews combinatorial optimization of Knapsack problem Simplifies recurrence relation for time complexity This book is aimed at graduate students and researchers in computers science, information technology, and electrical engineering.",196,Computers,en,1000865517,9781000865516.0,0.0,0,Google Books,,DSA,DSA,algorithms complexity analysis,2025-09-24,,,
Algorithm Complexity,Roger Goodwin,,1991,,101,Algorithms,en,,,0.0,0,Google Books,Analysis and Theory,DSA,DSA,algorithms complexity analysis,2025-09-24,,,
A Programmer's Companion to Algorithm Analysis,Ernst L. Leiss,CRC Press,2006-09-26,"Until now, no other book examined the gap between the theory of algorithms and the production of software programs. Focusing on practical issues, A Programmer's Companion to Algorithm Analysis carefully details the transition from the design and analysis of an algorithm to the resulting software program. Consisting of two main complementary",280,Computers,en,1420011707,9781420011708.0,0.0,0,Google Books,,DSA,DSA,algorithms complexity analysis,2025-09-24,,,
Topics in Distributed Algorithms,Gerard Tel,CUP Archive,1991-07-11,,264,Computers,en,0521403766,9780521403764.0,0.0,0,Google Books,,DSA,DSA,algorithms complexity analysis,2025-09-24,,,
Algorithms,Lydia Kronsjö,,1987-04-28,"Like the first edition, this book is concerned with the study of algorithms and their complexity, and the evaluation of their performance.",392,Mathematics,en,,,0.0,0,Google Books,Their Complexity and Efficiency,DSA,DSA,algorithms complexity analysis,2025-09-24,,,
